age_emp;gender;edu_level;job_title;year_exp;salary_emp;age_category;exp_level
42;Male;Bachelor;Software Engineer Manager;12;160000;Millenial;Senior
39;Female;Bachelor;Financial Manager;16;210000;Millenial;Senior
40;Female;Bachelor;Financial Manager;16;215000;Millenial;Senior
50;Male;Bachelor;CEO;25;250000;Genn X;Senior
31;Male;Bachelor;Back end Developer;6;95000;Millenial;Mid
35;Female;Bachelor;Product Manager;8;170000;Millenial;Senior
42;Female;Bachelor;Senior Software Engineer;18;148446;Millenial;Senior
28;Male;Bachelor;Junior Financial Analyst;2;40000;Millenial;Entry
30;Female;Bachelor;Sales Director;5;70000;Millenial;Mid
27;Male;Bachelor;Graphic Designer;2;50000;Millenial;Entry
43;Female;Bachelor;Marketing Manager;12;120000;Genn X;Senior
45;Male;Bachelor;Financial Manager;21;250000;Genn X;Senior
27;Female;Bachelor;Data Analyst;2;110000;Millenial;Entry
37;Male;Bachelor;Software Project Manager;9;95000;Millenial;Senior
35;Female;Bachelor;Back end Developer;10;114776;Millenial;Senior
29;Female;Bachelor;Digital Marketing Specialist;4;65000;Millenial;Mid
31;Male;Bachelor;Junior Accountant;4;50000;Millenial;Mid
32;Male;Bachelor;Operations Manager;6;75000;Millenial;Mid
37;Male;Bachelor;Sales Director;7;90000;Millenial;Mid
29;Male;Bachelor;Software Engineer;6;175000;Millenial;Mid
32;Female;Bachelor;Product Manager;7;110000;Millenial;Mid
33;Male;Bachelor;Junior Sales Representative;4;55000;Millenial;Mid
39;Female;Bachelor;Recruiter;11;70000;Millenial;Senior
29;Female;Bachelor;Sales Director;6;75000;Millenial;Mid
46;Male;Bachelor;Senior Project Engineer;23;181699;Genn X;Senior
29;Male;Bachelor;Marketing Analyst;4;75000;Millenial;Mid
33;Male;Bachelor;Operations Manager;7;96000;Millenial;Mid
32;Female;Bachelor;Junior Sales Representative;3;40000;Millenial;Mid
25;Female;Bachelor;Data Analyst;2;90000;Gen Z;Entry
31;Female;Bachelor;Marketing Coordinator;6;55000;Millenial;Mid
36;Female;Bachelor;Recruiter;9;60000;Millenial;Senior
46;Female;Bachelor;Back end Developer;19;150248;Genn X;Senior
30;Female;Bachelor;Software Engineer;4;80000;Millenial;Mid
29;Male;Bachelor;Back end Developer;4;95000;Millenial;Mid
23;Female;Bachelor;Senior Project Engineer;0;51831;Gen Z;Entry
36;Male;Bachelor;Web Developer;10;100000;Millenial;Senior
29;Male;Bachelor;Software Engineer;4;80000;Millenial;Mid
36;Female;Bachelor;Sales Executive;8;80000;Millenial;Senior
29;Female;Bachelor;Software Engineer;4;150000;Millenial;Mid
44;Male;Bachelor;Operations Manager;16;125000;Genn X;Senior
25;Male;Bachelor;Junior Software Engineer;1;55000;Gen Z;Entry
32;Male;Bachelor;Software Engineer;8;180000;Millenial;Senior
31;Male;Bachelor;Operations Manager;6;75000;Millenial;Mid
29;Female;Bachelor;Data Analyst;7;130000;Millenial;Mid
31;Male;Bachelor;Project Manager;6;100000;Millenial;Mid
41;Male;Bachelor;Financial Manager;12;120000;Millenial;Senior
30;Female;Bachelor;Marketing Coordinator;5;90000;Millenial;Mid
34;Male;Bachelor;Marketing Manager;9;130000;Millenial;Senior
25;Male;Bachelor;Software Engineer;1;60000;Gen Z;Entry
28;Male;Bachelor;Junior Data Analyst;3;52000;Millenial;Mid
31;Female;Bachelor;Senior Software Engineer;6;104378;Millenial;Mid
28;Male;Bachelor;Senior Software Engineer;7;175000;Millenial;Mid
29;Male;Bachelor;Junior Marketing Coordinator;2;40000;Millenial;Entry
42;Male;Bachelor;Financial Manager;13;130000;Millenial;Senior
29;Female;Bachelor;Junior Business Development Associate;1.5;35000;Millenial;Entry
39;Female;Bachelor;Senior Sales Representative;12;90000;Millenial;Senior
27;Male;Bachelor;Customer Service Rep;2;40000;Millenial;Entry
42;Male;Bachelor;Senior Operations Manager;12;110000;Millenial;Senior
27;Male;Bachelor;Product Designer;3;60000;Millenial;Mid
33;Female;Bachelor;Marketing Manager;9;140000;Millenial;Senior
27;Male;Bachelor;Junior Data Analyst;2;50000;Millenial;Entry
23;Male;Bachelor;Data Analyst;1;95000;Gen Z;Entry
34;Female;Bachelor;Junior Marketing Analyst;6;70000;Millenial;Mid
33;Female;Bachelor;Human Resources Manager;8;95000;Millenial;Senior
36;Male;Bachelor;Sales Director;6;75000;Millenial;Mid
31;Female;Bachelor;Senior Software Engineer;7;108267;Millenial;Mid
30;Male;Bachelor;Network Engineer;3;60000;Millenial;Mid
32;Male;Bachelor;Junior HR Generalist;5;60000;Millenial;Mid
26;Male;Bachelor;Software Engineer;2;60000;Gen Z;Entry
31;Male;Bachelor;Software Engineer;7;120000;Millenial;Mid
34;Male;Bachelor;Software Engineer;12;195000;Millenial;Senior
30;Female;Bachelor;Senior Project Engineer;6;89995;Millenial;Mid
36;Male;Bachelor;Operations Manager;9;110000;Millenial;Senior
24;Male;Bachelor;Back end Developer;1;55000;Gen Z;Entry
33;Male;Bachelor;Full Stack Engineer;7;130000;Millenial;Mid
33;Male;Bachelor;Web Developer;6;65000;Millenial;Mid
28;Male;Bachelor;Junior Operations Analyst;1.5;35000;Millenial;Entry
23;Male;Bachelor;Software Developer;1;45000;Gen Z;Entry
28;Female;Bachelor;Senior Project Engineer;3;70397;Millenial;Mid
38;Male;Bachelor;Operations Manager;11;119000;Millenial;Senior
29;Male;Bachelor;Front end Developer;5;105000;Millenial;Mid
30;Female;Bachelor;Marketing Coordinator;4;65000;Millenial;Mid
36;Male;Bachelor;Junior Data Analyst;7;60000;Millenial;Mid
24;Female;Bachelor;Product Manager;3;125000;Gen Z;Mid
25;Male;Bachelor;Data Analyst;2;100000;Gen Z;Entry
30;Female;Bachelor;Data Analyst;5;145000;Millenial;Mid
41;Male;Bachelor;Senior Product Manager;14;150000;Millenial;Senior
24;Male;Bachelor;Data Analyst;2;95000;Gen Z;Entry
29;Male;Bachelor;Senior Project Engineer;6;88552;Millenial;Mid
27;Female;Bachelor;Junior Software Engineer;1;45000;Millenial;Entry
24;Male;Bachelor;Sales Representative;1;35000;Gen Z;Entry
34;Female;Bachelor;Human Resources Manager;9;99000;Millenial;Senior
23;Female;Bachelor;Junior Marketing Analyst;0.5;35000;Gen Z;Entry
28;Female;Bachelor;Junior Software Developer;2;36000;Millenial;Entry
24;Male;Bachelor;Junior Developer;1;40000;Gen Z;Entry
29;Male;Bachelor;Software Engineer;4;70000;Millenial;Mid
29;Male;Bachelor;Junior Web Developer;2;45000;Millenial;Entry
27;Female;Bachelor;Marketing Coordinator;3;45000;Millenial;Mid
31;Female;Bachelor;Human Resources Coordinator;4;55000;Millenial;Mid
24;Male;Bachelor;Front end Developer;1;60000;Gen Z;Entry
27;Male;Bachelor;Software Engineer;2;65000;Millenial;Entry
38;Female;Bachelor;Senior Product Manager;10;120000;Millenial;Senior
49;Male;Bachelor;Sales Executive;21;160000;Genn X;Senior
27;Male;Bachelor;Software Engineer;4;140000;Millenial;Mid
28;Female;Bachelor;Junior Operations Manager;1;35000;Millenial;Entry
34;Male;Bachelor;Software Engineer;6;85000;Millenial;Mid
28;Male;Bachelor;Software Engineer;5;165000;Millenial;Mid
31;Female;Bachelor;Software Engineer;6;155000;Millenial;Mid
30;Female;Bachelor;Human Resources Coordinator;4;55000;Millenial;Mid
29;Female;Bachelor;Junior Project Manager;2;40000;Millenial;Entry
31;Male;Bachelor;Junior Project Manager;3;55000;Millenial;Mid
30;Female;Bachelor;Web Developer;4;65000;Millenial;Mid
27;Male;Bachelor;Product Manager;2;65000;Millenial;Entry
29;Male;Bachelor;Junior Web Designer;3;45000;Millenial;Mid
29;Female;Bachelor;Junior HR Generalist;3;45000;Millenial;Mid
36;Male;Bachelor;Financial Analyst;11;150000;Millenial;Senior
50;Female;Bachelor;Sales Manager;15;150000;Genn X;Senior
31;Female;Bachelor;Junior Marketing Coordinator;3;50000;Millenial;Mid
34;Male;Bachelor;Web Developer;4;65000;Millenial;Mid
25;Male;Bachelor;Junior Web Developer;2;50000;Gen Z;Entry
29;Male;Bachelor;Data Analyst;7;130000;Millenial;Mid
27;Male;Bachelor;Back end Developer;4;82683;Millenial;Mid
24;Female;Bachelor;Web Developer;1;40000;Gen Z;Entry
32;Male;Bachelor;Junior Web Developer;2;45000;Millenial;Entry
40;Female;Bachelor;Office Manager;15;65000;Millenial;Senior
33;Male;Bachelor;Junior Operations Manager;4;60000;Millenial;Mid
31;Male;Bachelor;Sales Director;9;140000;Millenial;Senior
31;Male;Bachelor;Full Stack Engineer;6;115000;Millenial;Mid
32;Male;Bachelor;Front end Developer;6;110000;Millenial;Mid
43;Male;Bachelor;Senior Project Engineer;20;142421;Genn X;Senior
37;Female;Bachelor;Full Stack Engineer;10;149217;Millenial;Senior
25;Female;Bachelor;Marketing Manager;3;65000;Gen Z;Mid
35;Male;Bachelor;Front end Developer;9;125091;Millenial;Senior
34;Male;Bachelor;Back end Developer;10;94502;Millenial;Senior
23;Female;Bachelor;Sales Executive;1;35000;Gen Z;Entry
31;Male;Bachelor;Software Engineer;9;180000;Millenial;Senior
32;Female;Bachelor;Content Marketing Manager;7;90000;Millenial;Mid
22;Male;Bachelor;Software Engineer;1;50000;Gen Z;Entry
48;Male;Bachelor;Front end Developer;23;173851;Genn X;Senior
30;Female;Bachelor;Marketing Coordinator;5;85000;Millenial;Mid
31;Female;Bachelor;Senior Software Engineer;7;107718;Millenial;Mid
44;Male;Bachelor;Senior IT Support Specialist;14;110000;Genn X;Senior
33;Male;Bachelor;Junior Marketing Specialist;5;70000;Millenial;Mid
28;Male;Bachelor;Software Engineer;3;70000;Millenial;Mid
46;Male;Bachelor;Senior Project Engineer;25;166958;Genn X;Senior
24;Male;Bachelor;Front end Developer;1;55000;Gen Z;Entry
31;Female;Bachelor;Junior HR Coordinator;4;500;Millenial;Mid
37;Female;Bachelor;Financial Analyst;12;160000;Millenial;Senior
27;Female;Bachelor;Sales Associate;1;35000;Millenial;Entry
35;Female;Bachelor;HR Generalist;7;60000;Millenial;Mid
26;Male;Bachelor;Product Designer;1;50000;Gen Z;Entry
33;Male;Bachelor;Marketing Manager;7;110000;Millenial;Mid
30;Female;Bachelor;Junior HR Coordinator;4;60000;Millenial;Mid
31;Female;Bachelor;Accountant;4;55000;Millenial;Mid
31;Male;Bachelor;Software Developer;6;85000;Millenial;Mid
28;Male;Bachelor;Software Developer;3;75000;Millenial;Mid
30;Male;Bachelor;Web Developer;4;65000;Millenial;Mid
40;Female;Bachelor;HR Manager;12;80000;Millenial;Senior
34;Male;Bachelor;Senior Business Analyst;8;90000;Millenial;Senior
28;Male;Bachelor;Digital Marketing Manager;4;80000;Millenial;Mid
28;Female;Bachelor;Product Manager;3;70000;Millenial;Mid
54;Male;Bachelor;Full Stack Engineer;27;183417;Genn X;Senior
32;Male;Bachelor;Junior Product Manager;4;65000;Millenial;Mid
34;Male;Bachelor;Front end Developer;5;95000;Millenial;Mid
29;Male;Bachelor;Front end Developer;4;90000;Millenial;Mid
33;Female;Bachelor;Full Stack Engineer;6;115000;Millenial;Mid
32;Male;Bachelor;Project Manager;8;120000;Millenial;Senior
23;Male;Bachelor;Back end Developer;1;55000;Gen Z;Entry
24;Male;Bachelor;Data Analyst;1;92000;Gen Z;Entry
29;Male;Bachelor;Software Developer;5;80000;Millenial;Mid
28;Male;Bachelor;Front end Developer;2;65000;Millenial;Entry
29;Female;Bachelor;Front end Developer;3;85000;Millenial;Mid
32;Female;Bachelor;Junior Marketing Manager;4;60000;Millenial;Mid
29;Male;Bachelor;Marketing Analyst;3;65000;Millenial;Mid
50;Female;Bachelor;Senior Project Engineer;25;177862;Genn X;Senior
41;Female;Bachelor;Sales Manager;8;80000;Millenial;Senior
26;Female;Bachelor;Junior Web Developer;2;45000;Gen Z;Entry
29;Female;Bachelor;Junior Recruiter;3;45000;Millenial;Mid
37;Female;Bachelor;Data Analyst;11;150000;Millenial;Senior
23;Female;Bachelor;Software Engineer;1;50000;Gen Z;Entry
27;Male;Bachelor;Product Designer;2;55000;Millenial;Entry
28;Male;Bachelor;Web Developer;3;55000;Millenial;Mid
28;Female;Bachelor;Senior Project Engineer;4;82944;Millenial;Mid
32;Female;Bachelor;Marketing Coordinator;4;50000;Millenial;Mid
35;Male;Bachelor;Senior Project Coordinator;9;95000;Millenial;Senior
29;Male;Bachelor;Full Stack Engineer;4;90000;Millenial;Mid
30;Female;Bachelor;Digital Marketing Specialist;4;65000;Millenial;Mid
35;Female;Bachelor;Senior Marketing Analyst;8;85000;Millenial;Senior
36;Male;Bachelor;Operations Manager;8;100000;Millenial;Senior
35;Female;Bachelor;Full Stack Engineer;8;145000;Millenial;Senior
28;Male;Bachelor;Software Engineer;4;70000;Millenial;Mid
55;Male;Bachelor;Senior Project Engineer;28;193964;Baby Boomer;Senior
26;Female;Bachelor;Digital Marketing Manager;4;60000;Gen Z;Mid
28;Female;Bachelor;Front end Developer;2;65000;Millenial;Entry
26;Male;Bachelor;Product Designer;2;50000;Gen Z;Entry
24;Male;Bachelor;Data Analyst;1;90000;Gen Z;Entry
32;Female;Bachelor;Director of Marketing;8;80000;Millenial;Senior
29;Male;Bachelor;Senior Product Marketing Manager;6;100000;Millenial;Mid
31;Female;Bachelor;Front end Developer;6;110000;Millenial;Mid
30;Female;Bachelor;Sales Manager;5;70000;Millenial;Mid
25;Female;Bachelor;Junior Web Developer;1;40000;Gen Z;Entry
28;Male;Bachelor;Marketing Analyst;3;65000;Millenial;Mid
27;Male;Bachelor;Back end Developer;4;68732;Millenial;Mid
37;Male;Bachelor;Sales Representative;7;90000;Millenial;Mid
46;Female;Bachelor;Senior Software Engineer;20;139398;Genn X;Senior
31;Male;Bachelor;Back end Developer;8;100679;Millenial;Senior
32;Male;Bachelor;Senior Software Engineer;7;106218;Millenial;Mid
31;Male;Bachelor;Junior Marketing Coordinator;3;55000;Millenial;Mid
33;Male;Bachelor;Junior Financial Analyst;4;60000;Millenial;Mid
28;Male;Bachelor;Junior Sales Representative;1;30000;Millenial;Entry
27;Female;Bachelor;Human Resources Coordinator;2;47000;Millenial;Entry
29;Male;Bachelor;Software Engineer;4;65000;Millenial;Mid
45;Male;Bachelor;Operations Analyst;20;110000;Genn X;Senior
33;Male;Bachelor;Operations Manager;7;85000;Millenial;Mid
28;Female;Bachelor;Human Resources Coordinator;4;60000;Millenial;Mid
38;Female;Bachelor;Senior Human Resources Coordinator;10;80000;Millenial;Senior
31;Male;Bachelor;Junior HR Generalist;4;50000;Millenial;Mid
26;Female;Bachelor;Graphic Designer;1;45000;Gen Z;Entry
46;Female;Bachelor;Back end Developer;19;150729;Genn X;Senior
27;Female;Bachelor;Marketing Coordinator;2;50000;Millenial;Entry
39;Female;Bachelor;Financial Manager;16;200000;Millenial;Senior
29;Male;Bachelor;Full Stack Engineer;3;90000;Millenial;Mid
29;Female;Bachelor;Full Stack Engineer;6;91903;Millenial;Mid
30;Male;Bachelor;Back end Developer;4;95000;Millenial;Mid
27;Female;Bachelor;Junior Software Engineer;2;48000;Millenial;Entry
33;Female;Bachelor;Full Stack Engineer;7;130000;Millenial;Mid
32;Male;Bachelor;Data Analyst;5;135000;Millenial;Mid
50;Female;Bachelor;Senior Project Engineer;25;177177;Genn X;Senior
30;Male;Bachelor;Product Manager;8;185000;Millenial;Senior
24;Male;Bachelor;Back end Developer;2;63901;Gen Z;Entry
25;Female;Bachelor;Data Entry Clerk;0;35000;Gen Z;Entry
31;Female;Bachelor;Marketing Coordinator;4;65000;Millenial;Mid
23;Male;Bachelor;Sales Manager;1;35000;Gen Z;Entry
27;Male;Bachelor;Junior Account Manager;2;45000;Millenial;Entry
27;Female;Bachelor;Junior HR Coordinator;2;50000;Millenial;Entry
29;Female;Bachelor;Product Manager;5;80000;Millenial;Mid
45;Female;Bachelor;Senior Project Engineer;22;171036;Genn X;Senior
25;Male;Bachelor;Data Analyst;2;115000;Gen Z;Entry
27;Male;Bachelor;Software Engineer;5;150000;Millenial;Mid
27;Female;Bachelor;Social Media Manager;3;55000;Millenial;Mid
31;Female;Bachelor;Software Engineer;5;74000;Millenial;Mid
33;Female;Bachelor;Junior Marketing Manager;5;70000;Millenial;Mid
30;Female;Bachelor;Senior Software Engineer;5;100151;Millenial;Mid
24;Male;Bachelor;Software Engineer;2;55000;Gen Z;Entry
30;Male;Bachelor;Software Engineer;8;190000;Millenial;Senior
37;Male;Bachelor;Product Manager;13;160000;Millenial;Senior
26;Male;Bachelor;Junior Software Engineer;1;55000;Gen Z;Entry
39;Male;Bachelor;Sales Manager;11;110000;Millenial;Senior
36;Male;Bachelor;Technical Recruiter;8;70000;Millenial;Senior
39;Female;Bachelor;Administrative Assistant;10;55000;Millenial;Senior
39;Male;Bachelor;Sales Director;10;100000;Millenial;Senior
28;Female;Bachelor;Marketing Coordinator;2;41000;Millenial;Entry
29;Male;Bachelor;Software Engineer;6;170000;Millenial;Mid
33;Male;Bachelor;Marketing Manager;9;130000;Millenial;Senior
39;Female;Bachelor;Senior Operations Manager;10;120000;Millenial;Senior
34;Male;Bachelor;Product Manager;9;185000;Millenial;Senior
30;Female;Bachelor;Junior Marketing Coordinator;2;40000;Millenial;Entry
33;Male;Bachelor;Junior Web Developer;5;50000;Millenial;Mid
26;Male;Bachelor;Full Stack Engineer;4;79652;Gen Z;Mid
28;Male;Bachelor;Software Engineer;4;160000;Millenial;Mid
26;Male;Bachelor;Data Analyst;3;110000;Gen Z;Mid
26;Female;Bachelor;Data Analyst;3;120000;Gen Z;Mid
40;Female;Bachelor;Financial Manager;15;210000;Millenial;Senior
29;Male;Bachelor;Sales Associate;2;45000;Millenial;Entry
24;Male;Bachelor;Financial Analyst;1;55000;Gen Z;Entry
34;Female;Bachelor;Junior Financial Analyst;5;70000;Millenial;Mid
43;Male;Bachelor;Full Stack Engineer;17;149198;Genn X;Senior
30;Female;Bachelor;Digital Content Producer;3;50000;Millenial;Mid
36;Female;Bachelor;Sales Associate;7;60000;Millenial;Mid
30;Male;Bachelor;Marketing Analyst;4;75000;Millenial;Mid
33;Male;Bachelor;Front end Developer;6;110000;Millenial;Mid
32;Male;Bachelor;Junior Sales Representative;3;45000;Millenial;Mid
35;Male;Bachelor;Front end Developer;10;128712;Millenial;Senior
24;Female;Bachelor;Sales Executive;1;35000;Gen Z;Entry
55;Female;Bachelor;Senior Project Engineer;30;183020;Baby Boomer;Senior
31;Male;Bachelor;Software Engineer;5;80000;Millenial;Mid
30;Female;Bachelor;Front end Developer;2;75000;Millenial;Entry
26;Female;Bachelor;Customer Success Rep;1;40000;Gen Z;Entry
38;Male;Bachelor;Front end Developer;11;136062;Millenial;Senior
36;Male;Bachelor;Sales Manager;9;95000;Millenial;Senior
40;Male;Bachelor;Senior Financial Analyst;12;130000;Millenial;Senior
28;Female;Bachelor;Junior Software Developer;2;37000;Millenial;Entry
25;Male;Bachelor;Back end Developer;2;90249;Gen Z;Entry
32;Male;Bachelor;Software Engineer;5;90000;Millenial;Mid
29;Male;Bachelor;Web Developer;3;60000;Millenial;Mid
36;Female;Bachelor;Junior Sales Representative;2;35000;Millenial;Entry
26;Male;Bachelor;Junior Accountant;2;40000;Gen Z;Entry
32;Male;Bachelor;Junior Marketing Coordinator;3;55000;Millenial;Mid
29;Female;Bachelor;Web Developer;3;60000;Millenial;Mid
28;Male;Bachelor;Back end Developer;4;72389;Millenial;Mid
28;Male;Bachelor;Junior Business Development Associate;2;40000;Millenial;Entry
27;Female;Bachelor;Product Manager;4;130000;Millenial;Mid
43;Male;Bachelor;Senior Project Manager;16;140000;Genn X;Senior
40;Female;Bachelor;Senior Sales Representative;12;100000;Millenial;Senior
35;Male;Bachelor;Back end Developer;8;140000;Millenial;Senior
27;Female;Bachelor;Data Analyst;5;125000;Millenial;Mid
25;Male;Bachelor;Data Analyst;2;110000;Gen Z;Entry
29;Male;Bachelor;Software Engineer;4;140000;Millenial;Mid
35;Male;Bachelor;Senior Business Development Manager;7;90000;Millenial;Mid
30;Male;Bachelor;Project Manager;6;110000;Millenial;Mid
29;Female;Bachelor;Financial Manager;4;55000;Millenial;Mid
25;Female;Bachelor;Front end Developer;1;55000;Gen Z;Entry
29;Male;Bachelor;Marketing Analyst;2;55000;Millenial;Entry
46;Female;Bachelor;Back end Developer;18;155795;Genn X;Senior
28;Male;Bachelor;Full Stack Engineer;4;77606;Millenial;Mid
31;Female;Bachelor;Event Coordinator;5;45000;Millenial;Mid
43;Male;Bachelor;Senior Project Engineer;20;162231;Genn X;Senior
33;Male;Bachelor;Front end Developer;9;117904;Millenial;Senior
35;Male;Bachelor;Senior Operations Analyst;7;85000;Millenial;Mid
33;Female;Bachelor;Web Developer;5;70000;Millenial;Mid
24;Female;Bachelor;Back end Developer;1;60000;Gen Z;Entry
31;Female;Bachelor;Junior Social Media Specialist;3;45000;Millenial;Mid
26;Female;Bachelor;Social Media Man;7;100000;Gen Z;Mid
27;Male;Bachelor;Marketing Analyst;2;50000;Millenial;Entry
35;Male;Bachelor;Project Manager;10;130000;Millenial;Senior
31;Male;Bachelor;Data Analyst;9;190000;Millenial;Senior
27;Female;Bachelor;Software Engineer;3;65000;Millenial;Mid
28;Female;Bachelor;Junior HR Generalist;3;50000;Millenial;Mid
35;Female;Bachelor;Sales Executive;7;90000;Millenial;Mid
31;Female;Bachelor;Junior HR Coordinator;4;50000;Millenial;Mid
33;Female;Bachelor;Director of Marketing;8;80000;Millenial;Senior
39;Female;Bachelor;Financial Manager;10;100000;Millenial;Senior
28;Male;Bachelor;Back end Developer;2;70000;Millenial;Entry
37;Male;Bachelor;Senior Financial Analyst;8;90000;Millenial;Senior
36;Male;Bachelor;Sales Manager;11;160000;Millenial;Senior
32;Female;Bachelor;Junior Financial Analyst;5;50000;Millenial;Mid
25;Female;Bachelor;Data Analyst;2;100000;Gen Z;Entry
36;Male;Bachelor;Junior Sales Representative;3;45000;Millenial;Mid
30;Female;Bachelor;Junior Marketing Manager;4;50000;Millenial;Mid
31;Male;Bachelor;Junior HR Generalist;5;60000;Millenial;Mid
33;Male;Bachelor;Web Developer;5;70000;Millenial;Mid
27;Female;Bachelor;Data Analyst;5;120000;Millenial;Mid
40;Female;Bachelor;HR Generalist;15;80000;Millenial;Senior
29;Male;Bachelor;Software Engineer;3;75000;Millenial;Mid
26;Male;Bachelor;Data Analyst;3;120000;Gen Z;Mid
35;Female;Bachelor;Senior Financial Manager;8;90000;Millenial;Senior
30;Female;Bachelor;Product Manager;5;85000;Millenial;Mid
23;Female;Bachelor;Junior Web Developer;1;40000;Gen Z;Entry
27;Male;Bachelor;Back end Developer;3;85000;Millenial;Mid
24;Male;Bachelor;Junior Web Developer;1;40000;Gen Z;Entry
36;Male;Bachelor;Sales Manager;6;75000;Millenial;Mid
27;Female;Bachelor;Junior HR Generalist;2;42000;Millenial;Entry
27;Male;Bachelor;Senior Project Engineer;4;115000;Millenial;Mid
39;Female;Bachelor;Marketing Specialist;10;65000;Millenial;Senior
31;Male;Bachelor;Software Engineer;4;65000;Millenial;Mid
33;Male;Bachelor;Project Manager;8;120000;Millenial;Senior
28;Female;Bachelor;Marketing Coordinator;3;60000;Millenial;Mid
41;Male;Bachelor;Content Marketing Manager;12;120000;Millenial;Senior
31;Female;Bachelor;Customer Service Representative;5;45000;Millenial;Mid
31;Male;Bachelor;Junior Marketing Manager;5;70000;Millenial;Mid
33;Male;Bachelor;Operations Manager;6;75000;Millenial;Mid
35;Female;Bachelor;Senior Project Engineer;12;166375;Millenial;Senior
32;Male;Bachelor;Full Stack Engineer;5;115000;Millenial;Mid
26;Male;Bachelor;Junior Software Developer;1;35000;Gen Z;Entry
33;Male;Bachelor;Data Analyst;7;142000;Millenial;Mid
29;Female;Bachelor;Sales Associate;3;40000;Millenial;Mid
44;Male;Bachelor;Operations Manager;18;170000;Genn X;Senior
27;Male;Bachelor;Junior Sales Representative;1;35000;Millenial;Entry
24;Male;Bachelor;Data Analyst;2;100000;Gen Z;Entry
38;Female;Bachelor;Senior Project Manager;9;120000;Millenial;Senior
28;Female;Bachelor;Marketing Analyst;3;65000;Millenial;Mid
24;Female;Bachelor;Web Developer;1;45000;Gen Z;Entry
32;Male;Bachelor;Software Engineer;10;190000;Millenial;Senior
24;Female;Bachelor;Marketing Analyst;0;40000;Gen Z;Entry
36;Female;Bachelor;Senior Marketing Specialist;8;85000;Millenial;Senior
29;Male;Bachelor;Sales Manager;5;70000;Millenial;Mid
28;Male;Bachelor;Software Developer;3;60000;Millenial;Mid
32;Female;Bachelor;Junior Web Developer;2;45000;Millenial;Entry
30;Female;Bachelor;Software Engineer;8;180000;Millenial;Senior
54;Male;Bachelor;Full Stack Engineer;25;179756;Genn X;Senior
33;Male;Bachelor;Junior Software Developer;5;50000;Millenial;Mid
32;Female;Bachelor;Data Scientist;9;185000;Millenial;Senior
40;Female;Bachelor;Financial Manager;11;110000;Millenial;Senior
29;Female;Bachelor;Back end Developer;3;85000;Millenial;Mid
29;Female;Bachelor;Graphic Designer;3;50000;Millenial;Mid
38;Male;Bachelor;Back end Developer;12;131960;Millenial;Senior
54;Male;Bachelor;Senior Software Engineer;30;186321;Genn X;Senior
23;Female;Bachelor;Junior HR Generalist;1;32000;Gen Z;Entry
26;Male;Bachelor;Senior Product Marketing Manager;5;85000;Gen Z;Mid
27;Male;Bachelor;Front end Developer;2;70000;Millenial;Entry
33;Male;Bachelor;Business Analyst;7;75000;Millenial;Mid
39;Female;Bachelor;Financial Manager;15;200000;Millenial;Senior
25;Male;Bachelor;Product Manager;1;55000;Gen Z;Entry
25;Male;Bachelor;Front End Developer;2;50000;Gen Z;Entry
31;Male;Bachelor;Sales Associate;3;50000;Millenial;Mid
30;Male;Bachelor;Sales Manager;6;75000;Millenial;Mid
36;Male;Bachelor;Senior Project Engineer;14;119224;Millenial;Senior
29;Female;Bachelor;Junior Marketing Manager;3;55000;Millenial;Mid
37;Male;Bachelor;Product Manager;12;150000;Millenial;Senior
28;Male;Bachelor;Software Engineer;4;75000;Millenial;Mid
27;Female;Bachelor;Product Manager;2;65000;Millenial;Entry
25;Male;Bachelor;Front end Developer;1;55000;Gen Z;Entry
27;Male;Bachelor;Software Engineer;4;160000;Millenial;Mid
32;Male;Bachelor;Junior Financial Advisor;4;65000;Millenial;Mid
28;Female;Bachelor;Front end Developer;2;55000;Millenial;Entry
35;Male;Bachelor;Senior Operations Analyst;8;85000;Millenial;Senior
29;Female;Bachelor;Junior Sales Representative;1.5;40000;Millenial;Entry
28;Female;Bachelor;Back end Developer;5;77766;Millenial;Mid
28;Female;Bachelor;Junior HR Coordinator;3;45000;Millenial;Mid
30;Female;Bachelor;Junior Copywriter;3;45000;Millenial;Mid
33;Male;Bachelor;Senior Product Development Manager;7;100000;Millenial;Mid
37;Female;Bachelor;Marketing Manager;7;90000;Millenial;Mid
35;Male;Bachelor;Senior Financial Manager;9;100000;Millenial;Senior
29;Male;Bachelor;Senior Project Engineer;6;88035;Millenial;Mid
36;Male;Bachelor;Senior Operations Manager;9;100000;Millenial;Senior
27;Male;Bachelor;Junior Software Engineer;1;55000;Millenial;Entry
26;Male;Bachelor;Software Developer;3;60000;Gen Z;Mid
43;Male;Bachelor;Senior Software Engineer;20;154281;Genn X;Senior
42;Female;Bachelor;Software Engineer;13;197000;Millenial;Senior
30;Female;Bachelor;Junior Operations Coordinator;2;40000;Millenial;Entry
27;Male;Bachelor;Software Developer;3;60000;Millenial;Mid
30;Male;Bachelor;Web Developer;5;70000;Millenial;Mid
26;Female;Bachelor;Junior Software Developer;2;35000;Gen Z;Entry
32;Male;Bachelor;Product Manager;7;170000;Millenial;Mid
34;Male;Bachelor;Junior Web Developer;3;50000;Millenial;Mid
26;Female;Bachelor;Junior Software Developer;1;35000;Gen Z;Entry
